,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Port Lincoln,AU,-34.7333,135.8667,61.25,56,47,18.48,scattered clouds
457,Antofagasta,CL,-23.65,-70.4,66.2,68,90,5.75,overcast clouds
458,Nantucket,US,41.2835,-70.0995,42.8,87,90,8.05,mist
459,Los Llanos De Aridane,ES,28.6585,-17.9182,62.6,63,90,10.36,overcast clouds
460,Laguna,US,38.421,-121.4238,48.99,87,90,3.44,mist
461,Wajima,JP,37.4,136.9,44.6,65,0,4.61,clear sky
462,Fredericton,CA,45.9454,-66.6656,30.2,100,90,3.44,mist
463,Puerto Escondido,MX,15.85,-97.0667,75.69,68,96,1.63,overcast clouds
464,Bahar,IR,34.9072,48.4414,35.6,75,90,18.41,light snow
465,Lisakovsk,KZ,52.5369,62.4936,12.65,91,100,16.8,overcast clouds
466,Noyabrsk,RU,63.1994,75.4507,-4.85,90,100,13.38,overcast clouds
467,Kodinsk,RU,58.6881,99.1844,1.22,85,70,11.03,broken clouds
468,Maniitsoq,GL,65.4167,-52.9,19.09,92,92,7.25,overcast clouds
469,Papenburg,DE,53.0667,7.4,33.01,100,75,1.14,broken clouds
470,Omboue,GA,-1.5746,9.2618,77.31,84,70,3.29,broken clouds
471,Guerrero Negro,MX,27.9769,-114.0611,64.0,32,0,7.31,clear sky
472,Natchitoches,US,31.7668,-93.1335,44.6,61,1,8.05,clear sky
473,Krasnaya Gorbatka,RU,55.8703,41.7641,6.55,95,100,3.85,overcast clouds
474,Salekhard,RU,66.53,66.6019,-8.18,87,100,6.85,overcast clouds
475,Hokitika,NZ,-42.7167,170.9667,64.13,81,1,10.71,clear sky
476,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,94,90,8.05,light rain
477,Boden,SE,65.8252,21.6886,-0.4,85,90,1.14,light snow
478,Sisimiut,GL,66.9395,-53.6735,11.34,91,95,3.6,overcast clouds
479,Pitimbu,BR,-7.4706,-34.8086,77.0,88,40,6.91,scattered clouds
480,Tobati,PY,-25.25,-57.0667,80.6,83,0,5.75,clear sky
481,Qasigiannguit,GL,68.8193,-51.1922,17.6,86,90,11.5,light snow
482,Imbituba,BR,-28.24,-48.6703,69.8,100,90,8.05,overcast clouds
483,Mindelo,CV,16.8901,-24.9804,68.45,71,100,20.83,overcast clouds
484,Cururupu,BR,-1.8283,-44.8683,76.15,87,87,3.67,overcast clouds
485,Sobolevo,RU,54.4299,31.8996,-2.07,92,87,5.37,light snow
486,Camacha,PT,33.0833,-16.3333,57.2,58,40,8.05,scattered clouds
487,Santiago Tuxtla,MX,18.4667,-95.3,65.57,95,100,1.92,overcast clouds
488,Tymoshivka,UA,47.1842,35.1088,27.28,95,100,3.09,overcast clouds
489,Dvinskoy,RU,62.1535,45.1175,-2.67,92,98,2.77,overcast clouds
490,Anadyr,RU,64.75,177.4833,-18.0,76,20,6.71,few clouds
491,Verkhnevilyuysk,RU,63.4453,120.3167,-24.02,86,100,7.11,overcast clouds
492,Kapit,MY,2.0167,112.9333,79.02,89,100,6.33,overcast clouds
493,Kindu,CD,-2.95,25.95,68.79,95,100,2.1,overcast clouds
494,Salisbury,GB,51.0693,-1.7957,32.0,93,16,10.36,few clouds
495,Pangai,TO,-19.8,-174.35,82.4,83,40,4.61,scattered clouds
496,Arvika,SE,59.6553,12.5852,5.0,92,67,5.75,broken clouds
497,Athabasca,CA,54.7169,-113.2854,14.0,85,100,2.3,overcast clouds
498,Sebrovo,RU,50.0981,43.2976,23.27,98,100,9.1,snow
499,Giovinazzo,IT,41.1864,16.6674,46.0,61,0,5.75,clear sky
500,Hualmay,PE,-11.0964,-77.6139,69.53,87,100,6.26,overcast clouds
501,Karwar,IN,14.8,74.1333,88.27,47,1,1.12,clear sky
502,Placido De Castro,BR,-10.3353,-67.1856,72.5,95,100,2.48,overcast clouds
503,Celestun,MX,20.8667,-90.4,67.69,86,100,6.64,overcast clouds
504,Epernay,FR,49.05,3.95,33.8,86,0,9.22,clear sky
505,Letnyaya Stavka,RU,45.4306,43.4472,32.97,97,100,1.43,snow
506,Pavlodar,KZ,52.3,76.95,-9.4,77,0,8.95,clear sky
507,Zabol,AF,32.25,67.25,48.81,35,0,1.99,clear sky
508,Kargopol,RU,61.5071,38.9456,-13.85,89,100,5.53,overcast clouds
509,Bose,IT,45.4612,8.0137,37.99,74,100,1.99,overcast clouds
510,Neuquen,AR,-38.9516,-68.0591,68.0,32,0,8.05,clear sky
511,Birjand,IR,32.8663,59.2211,48.2,9,0,5.28,clear sky
512,Sidney,AU,-33.8679,151.2073,82.0,61,0,20.71,clear sky
513,Bambanglipuro,ID,-7.95,110.2833,84.76,65,100,10.02,moderate rain
514,Qaqortoq,GL,60.7167,-46.0333,17.6,57,100,6.91,overcast clouds
515,Vicuna,CL,-30.0319,-70.7081,55.4,94,0,4.61,clear sky
516,Port Blair,IN,11.6667,92.75,81.57,66,0,11.68,clear sky
517,Mandalgovi,MN,45.7625,106.2708,-1.1,80,0,9.84,clear sky
518,Singaraja,ID,-8.112,115.0882,85.98,65,100,1.48,light rain
519,Rupert,US,42.6191,-113.6772,28.4,69,1,6.91,clear sky
520,Buchanan,LR,5.8808,-10.0467,75.2,94,75,3.29,moderate rain
521,Belmonte,BR,-15.8631,-38.8828,75.2,88,75,2.3,light rain
522,Burnie,AU,-41.0667,145.9167,60.01,41,100,14.0,overcast clouds
523,Ushtobe,KZ,45.2514,77.9838,7.16,90,0,11.83,clear sky
524,Kokopo,PG,-4.352,152.2633,83.8,72,99,11.32,overcast clouds
525,Bilma,NE,18.6853,12.9164,63.07,31,0,7.87,clear sky
526,Nova Odesa,UA,47.3078,31.7851,15.8,100,90,5.88,fog
527,Pachino,IT,36.7186,15.0907,44.01,93,75,3.44,broken clouds
528,Tabas,IR,33.5959,56.9244,58.66,22,100,3.89,overcast clouds
529,High Prairie,CA,55.4334,-116.4858,17.6,73,0,11.5,clear sky
530,Helena,US,46.5927,-112.0361,28.4,43,1,4.61,clear sky
531,Ocara,BR,-4.4908,-38.5967,73.2,92,91,1.66,overcast clouds
532,Yulara,AU,-25.2406,130.9889,91.4,22,1,18.41,clear sky
533,Kyzyl-Suu,KG,42.3414,78.0056,36.72,79,0,1.36,clear sky
534,Mabaruma,GY,8.2,-59.7833,68.38,98,100,1.9,overcast clouds
535,Fairlie,GB,55.756,-4.8556,33.8,100,90,2.3,mist
536,Havoysund,NO,70.9963,24.6622,35.6,87,75,6.91,broken clouds
537,Campos Belos,BR,-13.0367,-46.7717,68.95,90,100,1.7,light rain
538,Karaton,ID,-6.3424,106.1045,84.2,70,40,10.36,scattered clouds
539,Emba,KZ,48.8264,58.1442,20.46,91,100,20.22,overcast clouds
540,Constantine,DZ,36.365,6.6147,39.2,81,75,2.3,broken clouds
541,Mojo,ET,8.6,39.1167,62.6,42,20,3.44,few clouds
542,Balakhninskiy,RU,58.0106,114.2769,-0.63,84,100,8.08,overcast clouds
543,Poso,ID,-1.3959,120.7524,82.99,77,99,3.74,overcast clouds
544,Hambantota,LK,6.1241,81.1185,82.4,89,75,12.66,broken clouds
545,Abu Kamal,SY,34.4506,40.9171,55.81,62,0,4.79,clear sky
546,Dharchula,IN,29.85,80.5333,70.48,22,98,5.28,overcast clouds
547,Pucallpa,PE,-8.3791,-74.5539,72.03,99,82,1.19,moderate rain
548,Bembereke,BJ,10.2283,2.6634,63.25,27,30,4.25,scattered clouds
549,Santander,ES,43.4647,-3.8044,50.0,93,75,4.61,broken clouds
550,Sovetskiy,RU,61.3614,63.5842,-1.5,93,100,10.65,light snow
551,Khani,GE,41.9563,42.9566,44.6,93,90,8.05,overcast clouds
552,Zhezkazgan,KZ,47.8043,67.7144,4.98,89,65,16.13,broken clouds
553,Puteyets,RU,65.1716,57.091,-2.2,92,100,3.6,overcast clouds
554,Port-Gentil,GA,-0.7193,8.7815,78.8,94,20,3.44,few clouds
555,Mbandaka,CD,0.0487,18.2603,76.64,78,2,3.29,clear sky
556,Mapiripan,CO,2.8892,-72.1256,71.82,85,100,3.36,overcast clouds
557,Namie,JP,37.4833,141.0,41.0,66,85,7.45,overcast clouds
558,Minsk,BY,53.9,27.5667,8.6,85,90,13.42,light snow
559,Santa Barbara,US,34.7333,-120.0343,59.0,76,1,5.3,clear sky
560,Harboore,DK,56.6175,8.1807,30.0,80,93,8.25,overcast clouds
561,Luanda,AO,-8.8368,13.2343,75.2,83,20,4.61,few clouds
562,Erdaojiang,CN,41.7764,126.0319,15.91,91,100,7.25,overcast clouds
563,Male,MV,4.1748,73.5089,87.8,66,75,10.36,broken clouds
564,Kajaani,FI,64.2273,27.7285,-9.4,77,75,2.3,light snow
565,Port Hedland,AU,-20.3167,118.5667,95.0,66,40,24.16,scattered clouds
566,Sabha,LY,27.0377,14.4283,48.13,51,0,5.48,clear sky
567,Pacatuba,BR,-3.9842,-38.6203,81.0,78,75,8.05,broken clouds
568,Alofi,NU,-19.0595,-169.9187,80.6,89,100,5.75,overcast clouds
569,Hashtrud,IR,37.4779,47.0508,35.83,83,43,7.56,scattered clouds
570,Bonavista,CA,48.6499,-53.1147,30.99,93,100,4.61,overcast clouds
571,Itarema,BR,-2.9248,-39.9167,76.95,82,47,10.29,scattered clouds
572,Bouca,CF,6.5105,18.2733,78.06,18,3,2.75,clear sky
573,Santiago De Chuco,PE,-8.15,-78.1833,51.31,81,100,1.83,light rain
574,Caravelas,BR,-17.7125,-39.2481,73.31,90,0,3.02,clear sky
575,Pimentel,PE,-6.8367,-79.9342,69.71,81,100,8.57,overcast clouds
576,Kati,ML,12.7441,-8.0726,69.8,18,0,11.5,clear sky
577,Thinadhoo,MV,0.5333,72.9333,81.64,77,61,14.76,broken clouds
578,Zhigansk,RU,66.7697,123.3711,-43.11,79,47,6.2,scattered clouds
579,Selma,US,36.5708,-119.6121,50.0,100,1,3.44,mist
580,Gamba,GA,-2.65,10.0,77.65,86,61,3.65,broken clouds
581,San Rafael Del Sur,NI,11.8485,-86.4384,75.54,71,14,10.02,few clouds
582,Cullinan,ZA,-25.6709,28.5236,73.4,73,37,6.91,scattered clouds
583,Warrnambool,AU,-38.3833,142.4833,59.0,79,22,5.01,few clouds
584,Coro,VE,11.4045,-69.6734,74.3,84,100,11.01,overcast clouds
585,Mudgee,AU,-32.5943,149.5871,88.0,22,0,19.57,clear sky
586,Saint-Leu,RE,-21.15,55.2833,86.0,66,0,14.97,clear sky
587,Gat,IL,31.61,34.7642,51.01,100,74,1.99,light rain
588,At-Bashi,KG,41.1702,75.8106,28.96,86,0,0.89,clear sky
589,Zeya,RU,53.75,127.2667,-17.28,85,95,1.45,overcast clouds
590,Diamantino,BR,-14.4086,-56.4461,73.35,92,100,3.09,light rain
591,Agara,GE,42.0376,43.8238,37.44,85,100,18.03,overcast clouds
592,Ust-Kuyga,RU,70.0167,135.6,-33.79,81,100,3.49,overcast clouds
593,Hanna,CA,51.6334,-111.9018,12.2,92,100,4.61,overcast clouds
594,Varnavino,RU,57.4035,45.0916,2.82,94,63,3.31,broken clouds
595,Flinders,AU,-34.5833,150.8552,82.0,66,98,5.99,overcast clouds
596,Jiangyou,CN,31.7667,104.7167,57.83,33,0,5.46,clear sky
597,Xai-Xai,MZ,-25.0519,33.6442,89.2,57,51,2.17,broken clouds
598,Ilhabela,BR,-23.7781,-45.3581,75.51,86,66,4.99,broken clouds
599,Lagos,NG,6.5833,3.75,76.64,89,100,2.75,overcast clouds
600,Dakar,SN,14.6937,-17.4441,64.4,77,0,13.8,clear sky
601,Anloga,GH,5.7947,0.8973,78.8,89,40,8.05,scattered clouds
602,Natal,BR,-5.795,-35.2094,78.8,78,20,4.61,few clouds
603,Nuuk,GL,64.1835,-51.7216,24.01,74,90,9.22,overcast clouds
604,Nyurba,RU,63.2842,118.3319,-18.83,87,100,6.49,overcast clouds
605,Mayo,US,38.8876,-76.5119,37.0,100,1,5.46,mist
606,Tombouctou,ML,20.0,-3.0,55.44,35,77,15.32,broken clouds
607,Vanavara,RU,60.34,102.2797,-21.69,80,0,7.83,clear sky
608,Zhuhai,CN,22.2769,113.5678,75.99,59,20,4.61,few clouds
609,Magadan,RU,59.5667,150.8,-16.65,75,0,5.21,clear sky
610,Arlit,NE,18.7369,7.3853,65.59,26,0,3.53,clear sky
611,Bossier City,US,32.516,-93.7321,44.01,49,1,4.61,clear sky
612,Batticaloa,LK,7.7102,81.6924,81.81,75,100,7.45,heavy intensity rain
613,Yatou,CN,37.15,122.3833,28.51,94,100,23.91,overcast clouds
614,Marsabit,KE,2.3284,37.9899,68.34,81,68,15.59,broken clouds
615,Puerto Suarez,BO,-18.95,-57.8,74.21,96,100,3.76,heavy intensity rain
616,Anshun,CN,26.25,105.9333,59.34,47,0,6.04,clear sky
617,Lamesa,US,32.7376,-101.951,34.0,69,1,4.61,clear sky
618,Harrison,US,30.4091,-89.0436,57.2,88,1,6.91,clear sky
619,Saint-Francois,FR,46.4154,3.9054,37.99,93,90,18.41,overcast clouds
620,Krasnyy Chikoy,RU,50.3643,108.7512,1.92,86,100,4.76,snow
621,Kiama,AU,-34.6833,150.8667,82.0,75,95,10.0,overcast clouds
622,Pleasant Point,NZ,-44.2667,171.1333,66.99,89,42,5.01,scattered clouds
623,Turtas,RU,58.9417,69.1325,-3.14,90,100,10.54,overcast clouds
624,Greensburg,US,40.3015,-79.5389,41.0,48,1,4.61,clear sky
625,Gravdal,NO,68.1214,13.5031,35.6,87,75,13.8,broken clouds
626,Barentu,ER,15.1139,37.5928,77.31,23,7,1.41,clear sky
627,Pierre,US,44.3683,-100.351,30.2,64,90,34.52,light snow
628,Beaverlodge,CA,55.2166,-119.4361,23.0,68,40,6.91,scattered clouds
629,Kudahuvadhoo,MV,2.6708,72.8944,81.72,74,14,10.74,few clouds
630,Cascais,PT,38.6979,-9.4215,53.01,94,46,9.26,scattered clouds
631,Marion,US,39.7684,-86.1555,37.99,87,90,6.91,overcast clouds
632,Puri,IN,19.8,85.85,80.6,54,20,2.3,haze
633,Santana,BR,-0.0583,-51.1817,78.8,94,40,5.75,scattered clouds
634,Tamiahua,MX,21.2667,-97.45,64.02,89,100,3.65,overcast clouds
635,Lumding,IN,25.7535,93.1732,66.2,63,75,1.7,haze
636,Outram,MY,1.2829,103.8379,87.8,58,75,10.36,broken clouds
637,Vila Franca Do Campo,PT,37.7167,-25.4333,61.0,88,20,14.97,few clouds
638,Nelson Bay,AU,-32.7167,152.15,80.01,78,1,14.97,clear sky
639,Joshimath,IN,30.5667,79.5667,66.02,23,70,6.87,broken clouds
640,Taoudenni,ML,22.6783,-3.9836,49.37,41,71,11.41,broken clouds
641,Horsham,GB,51.064,-0.3272,33.8,93,75,3.44,broken clouds
642,Synya,RU,65.3718,58.0387,-2.92,89,100,3.62,overcast clouds
643,Braganca,BR,-1.0536,-46.7656,73.15,94,100,1.7,overcast clouds
644,Brae,GB,60.3964,-1.353,41.0,93,75,25.32,light intensity drizzle rain
645,Canavieiras,BR,-15.675,-38.9472,73.15,91,52,1.41,moderate rain
646,Gillette,US,44.2911,-105.5022,23.0,50,1,27.63,clear sky
647,Matagami,CA,49.7502,-77.6328,21.2,100,90,2.3,overcast clouds
648,Marienburg,PL,54.0359,19.0266,27.0,100,100,8.48,light snow
649,La Rioja,ES,42.25,-2.5,44.6,76,90,16.11,overcast clouds
650,Novo Aripuana,BR,-5.1206,-60.3797,72.37,98,100,1.57,overcast clouds
651,Khorramshahr,IR,30.4397,48.1664,64.4,77,75,6.91,broken clouds
652,Khairagarh,IN,26.95,77.8167,67.57,30,80,1.92,broken clouds
653,Cockburn Town,TC,21.4612,-71.1419,77.5,79,71,6.89,broken clouds
654,Truth Or Consequences,US,33.1284,-107.2528,51.8,12,1,20.71,clear sky
655,Whyalla,AU,-33.0333,137.5833,68.0,45,40,24.16,scattered clouds
656,Roald,NO,62.5833,6.1333,30.2,74,75,10.36,broken clouds
657,Tigil,RU,57.8,158.6667,-10.23,91,4,1.23,clear sky
658,Ambunti,PG,-4.2365,142.8448,85.46,70,100,1.41,light rain
659,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.86,96,100,1.54,overcast clouds
660,Axim,GH,4.8699,-2.2405,79.23,82,2,4.38,clear sky
661,Dunedin,NZ,-45.8742,170.5036,66.0,74,33,1.99,scattered clouds
662,Medina,SA,24.4686,39.6142,64.4,55,0,4.61,clear sky
663,Talaya,RU,61.3833,152.75,-38.31,79,86,0.09,overcast clouds
664,Labuan,MY,5.2767,115.2417,84.2,79,20,5.75,few clouds
665,Faya,SA,18.3851,42.4509,59.0,54,0,5.75,clear sky
666,Rafai,CF,4.95,23.9167,82.09,28,0,2.15,clear sky
667,Mutoko,ZW,-17.397,32.2268,66.25,95,100,1.74,light rain
668,Jalu,LY,29.0331,21.5482,55.15,70,0,8.7,clear sky
669,Jizan,SA,17.3333,42.6667,77.0,78,0,10.36,clear sky
670,Mehran,IR,33.1222,46.1646,37.4,87,75,6.91,broken clouds
671,Kikwit,CD,-5.041,18.8162,73.47,92,98,1.52,light rain
672,Barra Dos Coqueiros,BR,-10.9089,-37.0386,80.6,78,75,9.22,mist
673,Kandrian,PG,-6.2167,149.55,84.42,72,100,13.13,light rain
674,Kenai,US,60.5544,-151.2583,35.6,48,90,20.71,overcast clouds
675,Russell,US,32.3502,-85.1999,46.4,81,1,4.61,clear sky
676,Nemuro,JP,43.3236,145.575,24.8,50,75,2.3,broken clouds
677,Nizhniy Tsasuchey,RU,50.5167,115.1333,4.06,78,0,7.4,clear sky
678,Panalingaan,PH,8.7842,117.4231,83.01,78,97,7.54,heavy intensity rain
679,Moose Factory,CA,51.2585,-80.6094,23.0,93,90,12.66,overcast clouds
680,Sibut,CF,5.718,19.0739,79.3,20,4,1.5,clear sky
681,Muros,ES,42.7762,-9.0603,43.0,95,100,5.35,overcast clouds
682,Stafford,GB,52.8052,-2.1164,32.0,86,48,1.01,scattered clouds
683,Uray,RU,60.1247,64.7758,-1.79,93,100,12.77,snow
684,Sjenica,RS,43.2731,19.9994,6.28,93,26,1.88,scattered clouds
685,Iracoubo,GF,5.4802,-53.2011,75.69,89,50,7.92,scattered clouds
